"","District","District_merge","state","abbrev","district_num","PVI","predicted_dem_voteshare","lwr_pred_interval","upr_pred_interval","se.fit","districtlabs","residual.scale","prob_dem_win","con_prob_dem_win","con_predicted_dem_voteshare","con_lwr_pred_interval","con_upr_pred_interval","STATEAB","CDLABEL"
"386","Texas 26","TX-26","Texas","TX","26","R+13",34.5,28.23,40.76,0.192848852796604,"TX26",4.88285912934037,0.1,0.18,34.39,25.52,43.25,"TX","26"
"387","Texas 27","TX-27","Texas","TX","27","R+13",34.25,27.98,40.52,0.277569919544334,"TX27",4.88285912934037,0.04,0.11,34.14,25.27,43.01,"TX","27"
"388","Texas 28","TX-28","Texas","TX","28","D+3",54.93,48.65,61.2,0.331098229691341,"TX28",4.88285912934037,83.94,81.76,54.82,45.94,63.69,"TX","28"
"389","Texas 29","TX-29","Texas","TX","29","D+18",68.28,62.01,74.55,0.297307872343789,"TX29",4.88285912934037,100,100,68.18,59.3,77.05,"TX","29"
"390","Texas 30","TX-30","Texas","TX","30","D+27",69.93,63.65,76.21,0.390436064257998,"TX30",4.88285912934037,100,100,69.82,60.94,78.7,"TX","30"
"391","Texas 31","TX-31","Texas","TX","31","R+14",33.59,27.32,39.85,0.198153258863941,"TX31",4.88285912934037,0.05,0.05,33.48,24.61,42.35,"TX","31"
"392","Texas 32","TX-32","Texas","TX","32","D+14",65.01,58.74,71.27,0.203582764306206,"TX32",4.88285912934037,99.94,99.78,64.9,56.03,73.76,"TX","32"
"393","Texas 33","TX-33","Texas","TX","33","D+24",73.76,67.49,80.02,0.253954555514077,"TX33",4.88285912934037,100,100,73.65,64.78,82.52,"TX","33"
"394","Texas 34","TX-34","Texas","TX","34","D+9",60.2,53.92,66.47,0.347218611222376,"TX34",4.88285912934037,98.47,97.42,60.09,51.21,68.97,"TX","34"
"395","Texas 35","TX-35","Texas","TX","35","D+21",64.63,58.36,70.9,0.341752149917409,"TX35",4.88285912934037,99.87,99.7,64.52,55.65,73.4,"TX","35"
"396","Texas 36","TX-36","Texas","TX","36","R+18",29.93,23.66,36.2,0.23817179987213,"TX36",4.88285912934037,0.01,0.01,29.82,20.96,38.69,"TX","36"
"397","Texas 37","TX-37","Texas","TX","37","D+24",67.59,61.31,73.87,0.385554630973814,"TX37",4.88285912934037,100,99.99,67.48,58.6,76.36,"TX","37"
"398","Texas 38","TX-38","Texas","TX","38","R+12",35.31,29.05,41.58,0.207032227854798,"TX38",4.88285912934037,0.08,0.21,35.21,26.34,44.07,"TX","38"
"399","Utah 1","UT-01","Utah","UT","01","R+12",35.54,29.27,41.8,0.195506866050111,"UT01",4.88285912934037,0.18,0.29,35.43,26.56,44.29,"UT","1"
"400","Utah 2","UT-02","Utah","UT","02","R+11",36.4,30.14,42.67,0.191124571235952,"UT02",4.88285912934037,0.3,0.47,36.3,27.43,45.16,"UT","2"
"401","Utah 3","UT-03","Utah","UT","03","R+13",34.65,28.39,40.92,0.196890460929544,"UT03",4.88285912934037,0.07,0.13,34.54,25.68,43.41,"UT","3"
"402","Utah 4","UT-04","Utah","UT","04","R+16",31.94,25.67,38.2,0.19582908462153,"UT04",4.88285912934037,0.01,0.01,31.83,22.96,40.7,"UT","4"
"403","Vermont at-large","VT-01","Vermont","VT","01","D+16",60.72,54.44,67,0.412758196376278,"VT01",4.88285912934037,98.55,97.67,60.61,51.73,69.49,"VT","VT"
"404","Virginia 1","VA-01","Virginia","VA","01","R+6",40.84,34.58,47.11,0.194504306309216,"VA01",4.88285912934037,3.15,3.9,40.74,31.87,49.6,"VA","1"
"405","Virginia 2","VA-02","Virginia","VA","02","R+2",50.83,44.57,57.1,0.240476987815081,"VA02",4.88285912934037,57.51,56.01,50.73,41.86,59.59,"VA","2"
"406","Virginia 3","VA-03","Virginia","VA","03","D+17",67.68,61.42,73.95,0.205694059404701,"VA03",4.88285912934037,100,99.97,67.57,58.71,76.44,"VA","3"
"407","Virginia 4","VA-04","Virginia","VA","04","D+16",66.81,60.54,73.07,0.203148693651058,"VA04",4.88285912934037,99.98,99.92,66.7,57.83,75.56,"VA","4"
"408","Virginia 5","VA-05","Virginia","VA","05","R+7",39.91,33.64,46.17,0.187811117547626,"VA05",4.88285912934037,2.03,2.78,39.8,30.94,48.66,"VA","5"
"409","Virginia 6","VA-06","Virginia","VA","06","R+14",33.75,27.48,40.01,0.195706939578459,"VA06",4.88285912934037,0.09,0.09,33.64,24.78,42.51,"VA","6"
"410","Virginia 7","VA-07","Virginia","VA","07","D+1",53.5,47.23,59.76,0.226460103109206,"VA07",4.88285912934037,77.15,74.44,53.39,44.52,62.26,"VA","7"
"411","Virginia 8","VA-08","Virginia","VA","08","D+26",75.91,69.64,82.18,0.26949464280734,"VA08",4.88285912934037,100,100,75.8,66.93,84.67,"VA","8"
"412","Virginia 9","VA-09","Virginia","VA","09","R+23",25.73,19.46,31.99,0.223020552287434,"VA09",4.88285912934037,0,0,25.62,16.75,34.48,"VA","9"
"413","Virginia 10","VA-10","Virginia","VA","10","D+6",58.01,51.75,64.28,0.210128885816048,"VA10",4.88285912934037,95.16,93.39,57.9,49.04,66.77,"VA","10"
"414","Virginia 11","VA-11","Virginia","VA","11","D+18",68.72,62.45,74.98,0.217946731217283,"VA11",4.88285912934037,100,99.98,68.61,59.74,77.48,"VA","11"
"415","Washington 1","WA-01","Washington","WA","01","D+13",64.38,58.12,70.65,0.241960877158362,"WA01",4.88285912934037,99.89,99.7,64.28,55.41,73.14,"WA","1"
"416","Washington 2","WA-02","Washington","WA","02","D+9",60.84,54.57,67.1,0.244575233419365,"WA02",4.88285912934037,98.8,97.97,60.73,51.86,69.6,"WA","2"
"417","Washington 3","WA-03","Washington","WA","03","R+5",41.81,35.55,48.08,0.215452566524803,"WA03",4.88285912934037,4.42,5.91,41.7,32.84,50.57,"WA","3"
"418","Washington 4","WA-04","Washington","WA","04","R+11",36.29,30.02,42.55,0.188851501382319,"WA04",4.88285912934037,0.18,0.47,36.18,27.31,45.04,"WA","4"
"419","Washington 5","WA-05","Washington","WA","05","R+8",39.13,32.87,45.4,0.206811326766008,"WA05",4.88285912934037,1.24,1.91,39.03,30.16,47.89,"WA","5"
"420","Washington 6","WA-06","Washington","WA","06","D+6",58.15,51.89,64.42,0.241908818088691,"WA06",4.88285912934037,95.27,93.62,58.05,49.18,66.91,"WA","6"
"421","Washington 7","WA-07","Washington","WA","07","D+36",84.98,78.7,91.26,0.39628474657851,"WA07",4.88285912934037,100,100,84.87,75.99,93.75,"WA","7"
"422","Washington 8","WA-08","Washington","WA","08","D+1",53.69,47.42,59.95,0.247404534914097,"WA08",4.88285912934037,77.09,75.21,53.58,44.71,62.45,"WA","8"
"423","Washington 9","WA-09","Washington","WA","09","D+21",71.36,65.09,77.62,0.221474796785387,"WA09",4.88285912934037,100,100,71.25,62.38,80.11,"WA","9"
"424","Washington 10","WA-10","Washington","WA","10","D+7",58.96,52.7,65.23,0.217393739342109,"WA10",4.88285912934037,96.56,95.07,58.85,49.99,67.72,"WA","10"
"425","West Virginia 1","WV-01","West Virginia","WV","01","R+23",25.75,19.49,32.02,0.22553656881354,"WV01",4.88285912934037,0,0,25.65,16.78,34.51,"WV","1"
"426","West Virginia 2","WV-02","West Virginia","WV","02","R+22",26.65,20.38,32.92,0.221989235483165,"WV02",4.88285912934037,0,0,26.54,17.68,35.41,"WV","2"
"427","Wisconsin 1","WI-01","Wisconsin","WI","01","R+3",43.59,37.32,49.85,0.220279488160326,"WI01",4.88285912934037,9.07,10.21,43.48,34.61,52.35,"WI","1"
"428","Wisconsin 2","WI-02","Wisconsin","WI","02","D+19",69.88,63.6,76.15,0.325020497320487,"WI02",4.88285912934037,100,100,69.77,60.9,78.64,"WI","2"
"429","Wisconsin 3","WI-03","Wisconsin","WI","03","R+4",42.79,36.52,49.06,0.250232951390426,"WI03",4.88285912934037,6.89,7.93,42.68,33.81,51.55,"WI","3"
"430","Wisconsin 4","WI-04","Wisconsin","WI","04","D+25",74.92,68.65,81.18,0.238813891605255,"WI04",4.88285912934037,100,100,74.81,65.94,83.68,"WI","4"
"431","Wisconsin 5","WI-05","Wisconsin","WI","05","R+14",33.81,27.54,40.07,0.208073545906237,"WI05",4.88285912934037,0.05,0.06,33.7,24.83,42.56,"WI","5"
"432","Wisconsin 6","WI-06","Wisconsin","WI","06","R+10",37.4,31.13,43.66,0.217151474909659,"WI06",4.88285912934037,0.45,0.79,37.29,28.42,46.15,"WI","6"
"433","Wisconsin 7","WI-07","Wisconsin","WI","07","R+12",35.62,29.35,41.88,0.21648141066296,"WI07",4.88285912934037,0.27,0.39,35.51,26.64,44.37,"WI","7"
"434","Wisconsin 8","WI-08","Wisconsin","WI","08","R+10",37.38,31.12,43.65,0.212349267984444,"WI08",4.88285912934037,0.51,0.85,37.27,28.41,46.14,"WI","8"
"435","Wyoming at-large","WY-01","Wyoming","WY","01","R+25",23.91,17.64,30.17,0.232704007122988,"WY01",4.88285912934037,0,0,23.8,14.93,32.66,"WY","WY"
